,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Restaurant_Count,Restaurant_Distance,Shopping_Count,Shopping_Distance,Park_Count,Park_Distance,price_category,Year
10544,11200070,20140721T000000,570000.0,3,2.5,1530,3296,2.0,0,0,3,8,1530.0,0,1998,0,98007,47.6181,-122.138,1530,4099,1,0.5487970924671642,1,0.6003528693680934,0,3.0394407624356385,3,2014
10733,3316500200,20141009T000000,612500.0,4,2.0,1690,35346,1.0,0,0,3,7,1690.0,0,1967,0,98008,47.6149,-122.124,2050,37846,1,0.7019260769451543,1,0.6791690005855459,0,3.49862120507041,3,2014
10755,4038300070,20141113T000000,400000.0,3,1.5,1510,8360,1.0,0,0,3,7,1120.0,390,1960,0,98007,47.6119,-122.133,1700,8360,1,0.8270132683761037,1,0.854371032871988,0,3.220236434037385,2,2014
10977,6065300570,20140624T000000,1250000.0,4,2.5,3220,15600,1.0,0,0,5,9,1680.0,1540,1973,0,98006,47.5697,-122.182,2990,15600,1,1.0532034089240307,2,0.7931749737994714,0,4.053835290675526,4,2014
10987,3298300140,20141024T000000,355000.0,3,1.0,1210,6650,1.0,0,0,3,6,1210.0,0,1959,0,98008,47.6214,-122.12,990,7590,1,0.8501092292441849,1,0.7983135629013264,0,2.7163622805163268,2,2014
10996,7732000045,20141125T000000,757000.0,3,2.75,2610,11290,1.0,0,0,3,7,1630.0,980,1985,0,98033,47.6632,-122.201,2570,9125,1,0.843590000138775,1,0.8842463656539059,0,1.5370529171835394,4,2014
11025,2625059301,20150324T000000,760000.0,4,3.25,2590,3889,3.0,0,0,3,9,2590.0,0,2013,0,98007,47.6259,-122.142,2590,4062,1,1.1191843248531246,6,0.3665712593227186,0,3.224461469346022,4,2015
11059,6669000070,20140805T000000,1000000.0,4,1.75,1780,11436,1.0,0,0,5,9,1780.0,0,1967,0,98004,47.6273,-122.194,2100,12052,1,1.1100919801789262,5,0.7807785406291923,0,1.7950929152479354,4,2014
11231,1562100340,20140828T000000,295000.0,4,3.0,2120,7650,2.0,0,0,3,8,2120.0,0,1964,0,98007,47.6214,-122.14,2260,7885,1,0.7274746613672085,4,0.7685421610441453,0,3.0658796527162444,1,2014
11284,5078400160,20140605T000000,1800000.0,5,4.5,4400,15580,2.0,0,0,3,11,3390.0,1010,2003,0,98004,47.6232,-122.207,2150,14249,3,0.7274636163280694,11,0.7223625274714515,1,1.1884718977358475,4,2014
11320,4040400340,20140905T000000,460000.0,3,1.75,1420,8250,1.0,0,0,4,7,1420.0,0,1960,0,98007,47.6112,-122.133,2020,8250,1,0.9034991719239756,1,0.9300313709268834,0,3.209925379230128,3,2014
11322,6065301040,20140814T000000,1168000.0,5,2.75,2910,15118,1.0,0,0,5,9,1780.0,1130,1972,0,98006,47.5696,-122.183,2880,15253,1,1.110744985446058,2,0.8656219332456163,0,4.000138348256978,4,2014
11326,2207000060,20140818T000000,500000.0,3,1.5,1960,8815,1.0,0,0,4,7,1020.0,940,1958,0,98006,47.5765,-122.159,1760,9534,1,1.055491541435108,4,0.5902614476294804,0,3.6847031472651057,3,2014
11421,9808630260,20150318T000000,1017000.0,3,2.5,2605,2216,2.0,0,2,4,9,2090.0,515,1979,0,98033,47.6529,-122.202,2605,1979,1,0.579763735114536,2,0.8899299710946308,0,1.3460430963562036,4,2015
11535,8964800890,20150109T000000,3200000.0,3,3.25,4560,13363,1.0,0,4,3,11,2760.0,1800,1995,0,98004,47.6205,-122.214,4060,13362,3,1.027428054363853,7,0.8077972761368823,1,1.1394975747004783,4,2015
11551,1938000140,20150428T000000,810000.0,4,2.0,2920,10424,1.0,0,0,5,8,1520.0,1400,1964,0,98005,47.5876,-122.172,2360,10696,1,1.181479376218541,1,0.9595011075334701,0,2.2517310968811683,4,2015
11634,4038000055,20140812T000000,425000.0,3,1.0,1320,7076,1.0,0,0,4,7,1320.0,0,1959,0,98008,47.6131,-122.123,1510,9000,1,0.8981774902549264,1,0.8802041853499286,0,3.654714971197097,2,2014
11997,3298200320,20140624T000000,445000.0,4,1.75,1250,7400,1.0,0,0,5,6,1250.0,0,1959,0,98008,47.62,-122.12,990,7600,1,0.8189314414299683,1,0.7684805444644536,0,2.859186912023363,2,2014
12018,8964800390,20140508T000000,1500000.0,3,1.75,2430,12757,1.0,0,2,4,8,1340.0,1090,1952,0,98004,47.6201,-122.209,2930,12450,3,0.6657537627973025,10,0.5094268602160128,1,0.9006772544665735,4,2014
12062,11200400,20140923T000000,617000.0,3,2.5,1910,4488,2.0,0,0,3,8,1910.0,0,1998,0,98007,47.6176,-122.14,1530,3696,1,0.7076189435110635,2,0.7593052756346567,0,2.8796561596026824,3,2014
12149,1424200070,20140507T000000,1110000.0,4,1.5,2310,13300,1.0,0,0,3,7,1890.0,420,1950,0,98004,47.6232,-122.21,2840,12744,3,0.8935340867806346,9,0.8239968110411239,0,1.248386223145062,4,2014
12186,4107100204,20140821T000000,2135000.0,4,3.25,3860,17820,1.0,0,4,4,10,2630.0,1230,1975,0,98004,47.6224,-122.215,4590,23760,1,1.1761908077275849,6,1.019876941630201,0,1.3514452236437937,4,2014
12286,727500030,20140715T000000,815000.0,3,1.5,1370,8671,1.0,0,0,3,7,1370.0,0,1955,0,98004,47.6217,-122.198,1580,8671,4,0.419038610321086,16,0.10945714556131159,1,1.1040572930000392,4,2014
12350,8964800860,20150209T000000,1650000.0,4,2.5,2780,11904,1.0,0,1,5,8,1730.0,1050,1951,0,98004,47.6209,-122.216,3590,13860,2,1.1801163677072224,6,0.9390503421687585,0,1.273247071572081,4,2015
12526,4038500330,20150407T000000,432000.0,3,1.75,1550,8134,1.0,0,0,4,7,1550.0,0,1959,0,98008,47.6136,-122.121,1360,8000,1,0.966213618588192,1,0.9407600869139433,0,3.550258557879014,2,2015
12562,1562000120,20140512T000000,660000.0,4,2.5,2550,10000,1.0,0,0,3,8,1290.0,1260,1964,0,98007,47.6208,-122.141,2270,8640,1,0.7805612851154531,4,0.8248182546620937,0,2.9677746660274495,4,2014
12639,3298200790,20140812T000000,475000.0,3,1.0,1270,8000,1.0,0,0,4,6,1270.0,0,1959,0,98008,47.6175,-122.118,1210,7875,1,0.982249232978712,1,0.9378158152872542,0,3.06718158308202,3,2014
12640,4038400040,20141124T000000,520000.0,3,2.0,1670,8800,1.0,0,0,4,7,1150.0,520,1961,0,98008,47.6096,-122.132,2020,8250,1,1.0704811236387723,1,1.0923776998777213,0,3.2681722909707784,3,2014
12651,1424200035,20140523T000000,945000.0,4,2.0,2840,13367,1.0,0,0,3,7,1420.0,1420,1952,0,98004,47.6237,-122.21,2840,12744,3,0.9282559428735102,8,0.8711786932984974,0,1.300609650219789,4,2014
12688,643300210,20150210T000000,610000.0,3,1.75,1110,10402,1.0,0,0,4,7,1110.0,0,1967,0,98006,47.5676,-122.177,2050,9660,1,1.0862227371188367,2,0.6755519447123189,0,4.461648773947908,3,2015
12749,5566100205,20141223T000000,515000.0,3,1.75,1490,12000,1.0,0,0,4,7,1490.0,0,1956,0,98006,47.569,-122.175,1630,12000,1,0.9013133205850467,2,0.4689528815950678,0,4.3047334858756745,3,2014
12838,3296000040,20140923T000000,542000.0,3,2.5,1990,15985,1.0,0,0,3,8,1540.0,450,1964,0,98007,47.6205,-122.141,2470,10125,1,0.7736249544495771,4,0.8189507232913011,0,2.9515660993045896,3,2014
12871,8146300180,20150512T000000,860000.0,5,2.25,1960,8592,1.0,0,0,4,8,1290.0,670,1958,0,98004,47.6066,-122.192,1720,8592,1,0.7255335720120141,13,0.2278389472816778,2,1.0339044496110983,4,2015
12901,9808630120,20150108T000000,770000.0,3,2.5,2190,2658,2.0,0,3,4,9,2190.0,0,1979,0,98033,47.6528,-122.203,2315,2538,1,0.5425276956481296,2,0.9572526532830254,0,1.4217152335870316,4,2015
12965,8146100610,20141201T000000,672000.0,3,1.0,1220,8573,1.0,0,0,4,7,1220.0,0,1954,0,98004,47.6088,-122.193,1390,8573,3,0.47638157700738043,19,0.25218781139979624,2,0.9420463196799865,4,2014
13219,1115700040,20141201T000000,713500.0,5,2.75,2920,9163,1.0,0,0,4,8,1520.0,1400,1976,0,98006,47.5668,-122.169,2250,9163,1,1.1740354842243212,2,0.7256033208325358,0,4.575279916851548,4,2014
13263,4038100360,20150210T000000,466200.0,3,1.5,1340,8856,1.0,0,0,4,7,1340.0,0,1959,0,98008,47.6094,-122.126,1850,8740,1,1.1486357752643903,1,1.1504017273868046,0,3.715972454362601,3,2015
13319,2649500155,20140610T000000,750000.0,5,3.25,2750,7500,2.0,0,1,3,7,2150.0,600,1937,1997,98033,47.6636,-122.203,2750,7500,1,0.8138087320388893,1,1.025596771319083,0,1.6854115329978503,4,2014
13470,4104500191,20140522T000000,1170000.0,3,2.75,2890,12130,2.0,0,3,4,10,2830.0,60,1987,0,98033,47.6505,-122.203,2415,11538,1,0.7671464329834704,2,0.9141155174763501,0,1.4897390042045193,4,2014
13484,4040800120,20150211T000000,447000.0,3,1.0,1220,7200,1.0,0,0,4,7,1220.0,0,1965,0,98008,47.6218,-122.116,1320,7200,1,1.1508360007225693,1,1.0991653294134738,0,2.5661558159370768,2,2015
13492,9413900035,20150109T000000,1650000.0,4,3.25,3910,7500,2.0,0,0,3,10,3910.0,0,2006,0,98033,47.6527,-122.198,2600,9235,1,0.8213841850455237,2,0.6919836281522982,1,1.0584763009818392,4,2015
13513,9808640040,20150306T000000,850000.0,3,2.5,2340,1919,2.0,0,2,4,9,2340.0,0,1981,0,98033,47.6512,-122.203,2415,2166,1,0.6965151713642045,2,0.9881999598880606,0,1.4646497066059585,4,2015
13549,1562200040,20150407T000000,635000.0,5,2.25,2180,6000,1.0,0,0,4,8,1430.0,750,1966,0,98007,47.6235,-122.143,2160,8800,1,1.0279750588981045,4,0.6035170175125985,0,3.003055568913372,3,2015
13635,8146100580,20141020T000000,765000.0,3,1.0,1220,7585,1.0,0,0,4,7,1220.0,0,1954,0,98004,47.6094,-122.194,1380,8918,4,0.3803411378550258,22,0.32898223596156745,2,0.8452034080572977,4,2014
13675,4389201075,20140731T000000,1900000.0,4,2.5,3680,13351,2.0,0,2,5,9,3680.0,0,1946,1982,98004,47.6154,-122.214,3410,11700,3,0.8926407787154074,8,0.4987478714238938,1,0.7964486789269678,4,2014
13754,3298200620,20140714T000000,358000.0,3,1.0,940,6695,1.0,0,0,4,6,940.0,0,1959,0,98008,47.6195,-122.12,1230,7400,1,0.8147454569998415,1,0.765254730480979,0,2.910515065477101,2,2014
13857,5076700145,20150427T000000,550000.0,3,1.0,1140,8180,1.0,0,0,3,7,1140.0,0,1959,0,98005,47.5851,-122.172,1510,8588,1,0.9043026701848217,2,0.7753344286541596,0,2.5280273295500777,3,2015
13964,1266200120,20150321T000000,720000.0,2,1.0,1370,9460,1.0,0,0,3,6,1370.0,0,1950,0,98004,47.6238,-122.191,1690,9930,2,0.936912885496611,11,0.4811641812487699,0,1.5818117873777628,4,2015
14086,8146200150,20141110T000000,830000.0,4,2.25,2180,11056,1.0,0,0,3,8,1370.0,810,1963,0,98004,47.6042,-122.193,2090,8747,1,0.9464638710116251,8,0.27503661265102514,0,1.2036136064558363,4,2014
14094,9808630210,20150313T000000,789800.0,3,2.5,2605,2216,2.0,0,2,3,9,2090.0,515,1979,0,98033,47.6536,-122.203,2605,2300,1,0.47188689709500486,1,0.9096462965756741,0,1.4082085790019139,4,2015
14285,5566100145,20140903T000000,499950.0,3,1.5,1360,11250,1.0,0,0,4,7,1360.0,0,1955,0,98006,47.5697,-122.177,1440,11250,1,0.863911452417731,2,0.48679728532136074,0,4.228217182823982,3,2014
14406,1562100220,20150501T000000,605000.0,6,2.0,2610,9132,1.0,0,0,4,8,1320.0,1290,1965,0,98007,47.622,-122.14,2170,8000,1,0.7525691632497217,3,0.790902732845672,0,3.0995290992561046,3,2015
14647,1234000704,20150403T000000,1378000.0,5,3.5,3680,8680,2.0,0,0,3,9,3680.0,0,2003,0,98033,47.6575,-122.197,2020,8847,1,0.7602054528667254,1,0.3389284916962256,1,0.9843578016782946,4,2015
14723,4038500210,20150422T000000,797000.0,4,2.75,2650,8610,2.0,0,0,3,8,2650.0,0,1959,2007,98008,47.6155,-122.121,1680,8316,1,0.8457190163125563,1,0.8121055234482089,0,3.351812615721295,4,2015
15069,8146300020,20140529T000000,723000.0,4,2.25,1960,8680,1.0,0,0,4,8,1290.0,670,1959,0,98004,47.6076,-122.192,2160,8680,2,0.6291519237171045,15,0.22110596828540974,2,1.008537525988137,4,2014
15135,8964800050,20150304T000000,1770000.0,3,2.5,2580,14603,1.0,0,2,4,9,2580.0,0,1951,0,98004,47.6199,-122.212,2410,14347,3,0.8643780781653723,8,0.6679686866949335,1,0.9942168990298712,4,2015
15161,5566100170,20141029T000000,650000.0,10,2.0,3610,11914,2.0,0,0,4,7,3010.0,600,1958,0,98006,47.5705,-122.175,2040,11914,1,0.7372249714270038,2,0.32250243420021735,0,4.137947806100946,4,2014
15246,5536100005,20140808T000000,2300000.0,7,4.75,5310,8816,2.0,0,0,3,10,3650.0,1660,2013,0,98004,47.6221,-122.208,2920,10610,3,0.7002113609557041,10,0.6425749323597012,1,1.085724585009246,4,2014
15333,4037800020,20141008T000000,497500.0,5,1.5,2170,8610,1.0,0,0,4,7,1230.0,940,1959,0,98008,47.6111,-122.126,1670,8610,1,0.9712183916838997,1,0.9699970699000124,0,3.7302415356728864,3,2014
15368,5076900010,20140513T000000,530000.0,3,1.75,1690,8190,1.0,0,0,4,8,1690.0,0,1958,0,98005,47.5857,-122.172,1840,8705,1,0.9707828028031459,2,0.8146949745683797,0,2.4616815086123447,3,2014
15399,5603700095,20140610T000000,655275.0,3,1.75,2050,11856,1.0,0,0,3,7,1460.0,590,1962,0,98006,47.5735,-122.162,2670,11856,1,0.9157524278631414,4,0.793143545192869,0,3.9366951733674664,4,2014
15410,8146100095,20140515T000000,839000.0,3,1.0,1230,12305,1.0,0,0,3,7,1230.0,0,1955,1990,98004,47.6095,-122.195,2100,7960,4,0.33917304431777906,22,0.4047614043848224,1,0.7731149185487377,4,2014
15479,9560700010,20140801T000000,549800.0,3,2.25,1580,11680,1.0,0,0,4,7,1580.0,0,1958,0,98005,47.5872,-122.17,2270,10948,1,1.1572256231597884,1,0.8302037533006306,0,2.3178704009878697,3,2014
15628,686300420,20140623T000000,590000.0,4,2.5,3220,7875,1.5,0,0,4,8,3220.0,0,1966,0,98008,47.626,-122.12,1600,7875,1,1.1112692760935283,1,1.0640211686595225,0,2.2590662017353,3,2014
15673,4038300010,20140922T000000,390000.0,3,1.5,1180,7700,1.0,0,0,4,7,1180.0,0,1959,0,98007,47.6133,-122.133,1510,8800,1,0.6749684546553232,1,0.7044742554127915,0,3.2463637001369148,2,2014
15694,1624059224,20140618T000000,1160000.0,4,3.5,4680,9700,2.0,0,0,3,10,3360.0,1320,2005,0,98006,47.5703,-122.165,2800,12343,1,0.9589482856488816,2,0.6334498007885857,0,4.233954685947642,4,2014
15708,3250500103,20150408T000000,925000.0,3,1.75,1610,10796,1.0,0,0,3,7,1070.0,540,1951,0,98004,47.6272,-122.208,1940,10796,1,1.1344003712724,3,1.0519902614143255,0,1.6394950694882293,4,2015
15718,4038200480,20141201T000000,480000.0,3,1.0,1160,8800,1.0,0,0,4,7,1160.0,0,1959,0,98008,47.6112,-122.128,1750,8400,1,0.9146550407902544,1,0.9211566954220168,0,3.582292607582395,3,2014
15785,2619600010,20140513T000000,635000.0,4,1.75,1950,13320,1.0,0,0,4,8,1370.0,580,1969,0,98007,47.6196,-122.139,2120,12051,1,0.6116763835390697,4,0.6595888387527195,0,3.0389574288381134,3,2014
15821,1234000630,20141002T000000,525000.0,4,2.75,2530,11549,1.0,0,0,3,7,1700.0,830,1942,0,98033,47.6557,-122.197,2530,10000,1,0.7666958433964385,1,0.40433588135807486,1,0.9505714381094382,3,2014
15892,4389200876,20140701T000000,1565000.0,4,2.75,2970,12750,1.5,0,1,4,7,2130.0,840,1918,1986,98004,47.6135,-122.213,1980,15300,3,0.8584224833793273,8,0.44091347051147856,1,0.6681991031448814,4,2014
15927,4037700285,20140731T000000,415000.0,3,1.0,1300,7975,1.0,0,0,4,7,1300.0,0,1958,0,98008,47.611,-122.122,1570,9075,1,1.127743061165217,1,1.113751074104024,0,3.847903579737576,2,2014
15948,3296000170,20141229T000000,555000.0,5,2.75,2810,13144,1.0,0,0,3,8,1440.0,1370,1964,0,98007,47.6199,-122.141,2480,13144,1,0.7639447709798873,4,0.8112134721478583,0,2.9200224475440044,3,2014
16012,5536100020,20141215T000000,987000.0,3,2.0,2160,15788,1.0,0,0,3,8,2160.0,0,1951,0,98004,47.6227,-122.207,2260,9787,3,0.6871149597573937,11,0.6739592972701021,1,1.1338116718033184,4,2014
16013,5536100020,20150512T000000,1190000.0,3,2.0,2160,15788,1.0,0,0,3,8,2160.0,0,1951,0,98004,47.6227,-122.207,2260,9787,3,0.6871149597573937,11,0.6739592972701021,1,1.1338116718033184,4,2015
16146,3298400470,20150204T000000,437400.0,3,1.75,2150,8925,1.0,0,0,4,7,2150.0,0,1960,0,98008,47.6253,-122.119,1100,7875,1,1.1184128410621463,1,1.0692874223126378,0,2.2924468071701742,2,2015
16162,5078400190,20141016T000000,915000.0,3,1.0,1560,8232,1.0,0,0,3,7,1560.0,0,1952,0,98004,47.623,-122.205,1930,8286,3,0.6183346644884893,12,0.5984962172888448,1,1.1488227179005586,4,2014
16193,1725059136,20141121T000000,1815000.0,4,4.5,4510,12873,2.0,0,2,3,12,4510.0,0,1998,0,98033,47.6491,-122.201,2200,8528,1,0.9726658413838487,2,0.7247049516333086,0,1.4168678207434775,4,2014
16441,4340000010,20141030T000000,1220000.0,3,2.25,2640,7544,1.0,0,0,3,10,2640.0,0,1995,0,98004,47.6224,-122.195,2650,7904,4,0.6125178157335277,15,0.23442144883010155,0,1.2804566686129129,4,2014
16795,11200290,20140609T000000,546000.0,3,2.5,1530,3464,2.0,0,0,3,8,1530.0,0,1998,0,98007,47.6179,-122.141,1530,3446,1,0.7734939129183444,2,0.8248141678097658,0,2.823730575608403,3,2014
17058,9413600010,20150206T000000,637500.0,3,1.75,1680,10685,1.0,0,0,4,7,1680.0,0,1966,0,98033,47.6556,-122.193,3340,10390,1,1.0647761333777894,1,0.23582299750868524,1,0.6509588391201231,3,2015
17082,1524059027,20140506T000000,675000.0,2,1.0,930,36478,1.0,0,2,3,6,930.0,0,1951,0,98006,47.5699,-122.164,2800,11141,1,1.0411858064095898,2,0.720497891495125,0,4.292109400041851,4,2014
17101,6073200010,20140626T000000,660000.0,3,1.0,1210,9622,1.0,0,1,3,8,1210.0,0,1955,2009,98006,47.5728,-122.179,1580,9714,1,0.6458006264048946,2,0.48527971577149204,0,3.8908641358729485,4,2014
17239,5307100280,20140811T000000,680000.0,3,2.25,1820,8316,1.0,0,0,5,7,1320.0,500,1960,0,98005,47.5849,-122.169,1780,8400,1,0.9296866317555009,2,0.5867522366643816,0,2.583040315471502,4,2014
17541,4178310080,20140723T000000,768000.0,5,2.75,3030,13640,2.0,0,0,4,8,3030.0,0,1980,0,98007,47.6186,-122.146,2500,13225,1,1.1366333319470372,4,0.6487407807798213,0,2.5213907267269753,4,2014
17842,4151800265,20150306T000000,550000.0,3,1.0,1010,6120,1.0,0,0,3,6,1010.0,0,1942,0,98033,47.6648,-122.204,1260,5977,1,0.9169681810346723,1,1.1698402419445755,0,1.8233666624374096,3,2015
18005,5494000040,20141201T000000,1444000.0,4,2.75,2660,9547,1.0,0,1,3,8,1930.0,730,1968,2006,98004,47.616,-122.218,2410,10001,1,1.1908005827193435,5,0.8053983889304575,1,1.1004100802550618,4,2014
18131,5076700025,20141124T000000,475000.0,3,1.5,1240,8738,1.0,0,0,3,7,1240.0,0,1959,0,98005,47.5849,-122.17,1440,9344,1,0.907940606364202,2,0.6421483970940612,0,2.569935662010043,3,2014
18272,7882600332,20140819T000000,968060.0,4,2.5,2620,16200,1.0,0,2,4,7,1570.0,1050,1950,1993,98033,47.6623,-122.196,3050,11875,1,1.030581613777871,1,0.5760898006641196,1,1.182599502288103,4,2014
18273,5078400210,20140616T000000,921000.0,4,1.5,2220,9496,1.0,0,0,4,7,1490.0,730,1954,0,98004,47.6233,-122.206,1800,8286,3,0.6885469045139581,11,0.6805206269906223,1,1.1884439755832858,4,2014
18382,7923250090,20150310T000000,1500000.0,3,3.0,3110,9015,1.0,0,4,4,10,1590.0,1520,1980,0,98033,47.6624,-122.202,3150,11447,1,0.7284008589495656,1,0.8843035218153538,0,1.5502825157551812,4,2015
18482,4389201095,20150511T000000,3650000.0,5,3.75,5020,8694,2.0,0,1,3,12,3970.0,1050,2007,0,98004,47.6146,-122.213,4190,11275,3,0.8286288966122961,8,0.4188217355808692,1,0.6954487297532952,4,2015
18509,9413600100,20150219T000000,705640.0,3,2.25,2400,12350,1.0,0,0,4,8,1420.0,980,1968,0,98033,47.6533,-122.192,2615,12043,1,1.1968837669895982,1,0.4897211572969083,1,0.6090011392339642,4,2015
18511,8964800975,20140731T000000,1650000.0,4,2.75,3190,14904,1.0,0,3,4,9,1940.0,1250,1949,1992,98004,47.6178,-122.214,2600,11195,3,0.9156830539323688,7,0.5988706942467514,1,0.9309880796808095,4,2014
18542,1560800110,20140617T000000,580000.0,5,2.0,2700,10875,1.0,0,0,4,7,1540.0,1160,1962,0,98007,47.6163,-122.138,2040,7464,1,0.6245405595238479,1,0.6753579658597185,0,2.9691989601734936,3,2014
18588,4389200761,20150128T000000,1100000.0,3,2.25,1560,8570,1.0,0,0,5,7,1080.0,480,1977,0,98004,47.6155,-122.21,2660,9621,4,0.592748078099673,10,0.21090232212669224,1,0.5377214917906133,4,2015
18714,4038200120,20140825T000000,534000.0,5,1.75,2120,8625,1.0,0,0,3,7,1200.0,920,1959,0,98008,47.6118,-122.131,1930,8625,1,0.8225081507305723,1,0.8415536267831639,0,3.367144009444661,3,2014
18732,1944900090,20140519T000000,462000.0,5,1.75,1250,10530,1.0,0,0,4,7,1250.0,0,1966,0,98007,47.6101,-122.138,1560,8190,1,1.1443066510212367,2,1.079525143232201,0,2.8241207548990475,3,2014
18761,5076700115,20150223T000000,529941.0,3,2.0,1660,10000,1.0,0,0,4,7,1010.0,650,1961,0,98005,47.5852,-122.174,2020,9720,1,0.9147470465322303,2,0.9087708527358902,0,2.505751584981002,3,2015
18766,6189600040,20141117T000000,443000.0,3,1.75,1810,7950,1.0,0,0,4,7,1810.0,0,1968,0,98008,47.6236,-122.117,1680,7725,1,1.1484740425336284,1,1.096935744281997,0,2.403583688765062,2,2014
18823,4040500100,20141020T000000,539000.0,7,2.25,2620,6890,2.0,0,0,4,7,2620.0,0,1961,0,98007,47.6123,-122.134,2070,7910,1,0.802129254139758,1,0.8338098253284011,0,3.1529571303770965,3,2014
18875,4389201241,20141230T000000,1945000.0,4,4.0,4690,6900,2.0,0,0,3,11,3480.0,1210,2001,0,98004,47.6165,-122.216,2800,11240,3,1.0429838874768038,7,0.672205453066565,1,0.9831603220580815,4,2014
18921,2206500300,20140820T000000,565000.0,5,1.75,1910,9720,1.0,0,0,4,7,1390.0,520,1955,0,98006,47.5772,-122.159,1750,9720,1,1.0542669200322936,5,0.5312113793806484,0,3.6114811618797305,3,2014
18938,2197600388,20141202T000000,350000.0,2,1.5,830,1077,2.0,0,0,3,7,830.0,0,2006,0,98122,47.6058,-122.319,830,1366,11,0.6053663359052899,1,0.9809804405143708,1,0.9738777065732014,2,2014
19022,5448300150,20150105T000000,550000.0,3,2.25,1950,26500,1.0,0,0,4,8,1570.0,380,1965,0,98006,47.5784,-122.179,2160,12751,1,0.47263761021514816,2,0.6048860958801738,0,3.2698549070329386,3,2015
19033,686300450,20140708T000000,720000.0,4,2.25,2410,8400,2.0,0,0,5,8,2410.0,0,1965,0,98008,47.626,-122.119,1910,8056,1,1.1672826375384762,1,1.1191200824747585,0,2.2232490435966072,4,2014
19049,8146300205,20140710T000000,725000.0,3,1.75,1690,8489,1.0,0,0,4,7,1690.0,0,1959,0,98004,47.6079,-122.192,1850,8536,2,0.6012355431156802,16,0.21498558864548303,2,1.0032082921198897,4,2014
19071,643300180,20140523T000000,665000.0,3,2.75,1800,9550,1.0,0,0,4,7,1320.0,480,1966,0,98006,47.5679,-122.178,1890,9902,1,1.0776546606531558,2,0.6886739644329328,0,4.414258452707196,4,2014
19469,1562200090,20141017T000000,600000.0,4,2.5,2090,7290,1.0,0,0,5,8,1420.0,670,1966,0,98007,47.624,-122.142,2110,8436,1,0.9910951155074682,4,0.5646723600385879,0,3.096362297481844,3,2014
19508,3472800068,20140717T000000,968000.0,5,2.5,2900,9799,1.0,0,0,3,8,1450.0,1450,1959,0,98004,47.6255,-122.208,2810,9687,3,0.9746156826038122,8,0.9329541020017147,0,1.4537639511518856,4,2014
19534,5078400035,20150402T000000,875000.0,4,1.75,2360,8286,1.0,0,0,3,7,1320.0,1040,1952,0,98004,47.6226,-122.205,1680,7630,3,0.5815147968268569,13,0.5779844285341807,1,1.1044128800174562,4,2015
19552,643300040,20141104T000000,481000.0,4,1.75,1920,9500,1.0,0,0,4,7,1470.0,450,1966,0,98006,47.5683,-122.177,1820,10091,1,1.0115584647595892,2,0.6091965723597307,0,4.38383732378296,3,2014
19553,643300040,20150313T000000,719521.0,4,1.75,1920,9500,1.0,0,0,4,7,1470.0,450,1966,0,98006,47.5683,-122.177,1820,10091,1,1.0115584647595892,2,0.6091965723597307,0,4.38383732378296,4,2015
19576,4038600300,20140902T000000,650000.0,4,3.0,2900,15535,1.0,0,2,4,7,1870.0,1030,1961,0,98008,47.612,-122.119,2330,10217,1,1.1961413801255807,1,1.1719988229204954,0,3.67349862601112,4,2014
19681,1266200140,20150506T000000,1850000.0,4,3.25,4160,10335,2.0,0,0,3,10,4160.0,0,2014,0,98004,47.6235,-122.192,1840,10333,3,0.8585517787042354,12,0.4122030648715176,0,1.5094487337653808,4,2015
19848,4100500070,20140527T000000,1710000.0,5,4.5,4590,14685,2.0,0,0,3,10,4590.0,0,2009,0,98033,47.664,-122.2,3030,9486,1,0.9590424911762724,1,0.8993539534330169,0,1.5325592233860323,4,2014
19961,5078400215,20140730T000000,1695000.0,5,4.75,3940,7067,2.0,0,0,3,10,3230.0,710,2008,0,98004,47.6232,-122.205,1910,7735,3,0.6371111586866478,12,0.6082128801067845,1,1.1710295762753151,4,2014
20233,5710000005,20140522T000000,2150000.0,4,5.5,5060,10320,2.0,0,0,3,11,5060.0,0,2008,0,98004,47.6245,-122.21,3010,10080,3,0.987789180542649,8,0.9485682464368332,0,1.3847136975439405,4,2014
20326,1725059127,20150225T000000,2350000.0,6,4.25,5550,11547,2.0,0,2,3,11,4270.0,1280,2014,0,98033,47.6547,-122.202,3480,11547,1,0.4489969239907745,1,0.7865841022563697,0,1.3238370957021723,4,2015
20738,7882600326,20141203T000000,1135000.0,5,3.75,4700,11237,2.0,0,0,3,10,2930.0,1770,2006,0,98033,47.6624,-122.197,3180,13140,1,0.9781896291056623,1,0.6232592650665512,0,1.2461315289164085,4,2014
20871,666000142,20150326T000000,798500.0,3,3.0,1950,1833,3.0,0,0,3,9,1610.0,340,2009,0,98004,47.6078,-122.202,2040,2131,4,0.6556720374364664,16,0.26378310293688645,1,0.5668434514629417,4,2015
20951,8725950360,20150501T000000,720000.0,2,1.75,1570,1108,3.0,0,0,3,9,1570.0,0,2007,0,98004,47.6215,-122.2,1940,1160,4,0.3541800172485144,15,0.18850138740310166,1,1.0289279898931285,4,2015
